*Ê±¼ä	AM3	AM2	AM1	VF3	VF2	VF1
0	0	0	0	1.39481557659946E-7	-9.79076793197401E-16	1.00000009094244
0.002	-0.00101979393231165	4.38413420717964E-12	0.000631334494809889	1.82285103287981	-1.56912472467204E-8	0.654375863635685
0.00206589921998102	-0.000964616488117801	3.78045152097662E-12	0.000620537027793022	1.87966350418799	-1.61370754618205E-8	0.643182447792228
0.00215812932549078	-0.000891108525390989	3.24096508225909E-12	0.000605651706276723	1.95534908181525	-1.67048000892739E-8	0.627753910530615
0.00230512071141763	-0.000784169055291224	2.52235772465687E-12	0.000582583897175311	2.06545297930633	-1.74633300151685E-8	0.603844280686191
0.00257204907007542	-0.000622174834901668	1.61378644150885E-12	0.000542936003844606	2.23223245358079	-1.84279463033615E-8	0.56274950297455
0.00285904973032436	-0.000486748682120869	1.02898951273186E-12	0.000503405272011516	2.37165126558281	-1.90575304335248E-8	0.521776164143368
0.00309473373598049	-0.000397853117910671	7.15154113704447E-13	0.000473096290205267	2.46316375807103	-1.94005507011943E-8	0.490361107082401
0.00332820688213335	-0.000325176783156356	4.9305872915013E-13	0.000444830058956978	2.53797724213889	-1.96473075495255E-8	0.461063347439804
0.00365859525629519	-0.000243720891845215	2.86016410701631E-13	0.000407648790248256	2.62182596306804	-1.98836647707228E-8	0.422525211262347
0.00431937200461887	-0.000136340211093738	1.27183293379999E-13	0.000342326384582416	2.73235696384053	-2.01287625105882E-8	0.354818975403049
0.00538754754384331	-5.30860161136078E-5	4.90191878016381E-12	0.000258223321896778	2.8180504319818	-2.38739935896989E-8	0.267646715133457
0.0060755204849827	-3.05862097871442E-5	1.86545554067573E-12	0.0002154093759843	2.84120902614883	-2.65892660348385E-8	0.22327034788216
0.00668772065217223	-1.9280244339356E-5	3.1499761456526E-12	0.000183321051616015	2.85284592103037	-2.96332913648865E-8	0.190011015299366
0.00746982093316269	-1.01033676783591E-5	2.69608082654311E-11	0.000149141291698864	2.86229138244667	-4.93159370476952E-8	0.154583923960636
0.00816485094405185	-5.0688414437814E-6	-7.55999376789862E-10	0.000124121565750266	2.86747298228639	3.93687662432447E-7	0.128651146369099
0.00875645533591431	-2.67886528724365E-6	-9.46313835613757E-8	0.000106156320331845	2.86990310454594	5.16540841717348E-5	0.110030290423251
0.00926186846610588	-1.17335665037951E-6	-2.10516151452277E-6	9.28875295066135E-5	2.87085162522777	0.00106715912789786	0.0962772780726823
0.00970324947458082	4.03012651549808E-6	-1.89986271208668E-5	8.2666815042335E-5	2.87024991207471	0.00943537100208433	0.0856835763603622
0.0100941572344473	0.000548804957975534	-6.5408396331456E-5	7.45586975237273E-5	2.7720683518776	0.0383038289337109	0.0772795671633808
0.0104391948135705	0.00225964905195065	-0.000116328291540212	6.80652379490445E-5	2.34899250819234	0.0927082633042192	0.0705491400552798
0.0107430020311015	0.00177186351020569	-0.00015679055232146	6.28174551094113E-5	1.83652907158206	0.166161225704691	0.0651098484969255
0.0109986970246453	0.00139502351523677	-0.0002292540532522	5.87156080158991E-5	1.44593722137629	0.25501687050359	0.0608583116301087
0.0112013416422652	0.00116039768478884	-0.000341516509609006	5.56559553046179E-5	1.20275062990094	0.358306639564375	0.0576870022140942
0.0113642978415882	0.0010081234034672	-0.00040939521966937	5.33116161743371E-5	1.04491672025299	0.466301967656672	0.0552571105070176
0.0115051634844876	0.000894443190869041	-0.000449691407563721	5.13648125697072E-5	0.927087844475854	0.574561839614711	0.0532392616991855
0.0116392855434585	0.000797537957074953	-0.000477043280797801	4.95773148922649E-5	0.826645813169749	0.686411930560061	0.0513865324292665
0.0117948882251579	0.000697242948941666	-0.000498115916916951	4.75813359049077E-5	0.722690310062085	0.822814794791465	0.0493177141063915
0.0119255275153352	0.000622644106749901	-0.000508832387471223	4.59677613534001E-5	0.645368812965102	0.940665285263195	0.0476452558018199
0.0120448755069144	0.000561631735882721	-0.000514070468677866	4.45415285800755E-5	0.582129657929508	1.04990014374849	0.0461669741233337
0.0121471198323774	0.00051424143732734	-0.000515624927237199	4.33549331676029E-5	0.53300974501803	1.1440981019339	0.0449370764090277
0.0122317342138859	0.000478077809490225	-0.000515184169173271	4.23968844023687E-5	0.495526245500777	1.22215209291485	0.0439440651678647
0.0123080551272573	0.000447636192619585	-0.000513650398024503	4.15509117138281E-5	0.463973594925934	1.29242529466228	0.043067220129192
0.0123903906109839	0.000416956433999657	-0.0005109625838314	4.06571891385194E-5	0.43217411150786	1.36792505057557	0.0421408826565181
0.0124871084815038	0.000383589539597197	-0.000506639948080399	3.96318732449105E-5	0.397589419875295	1.45600480518102	0.0410781495915585
0.0126122312757929	0.000344356514877757	-0.00049950909938944	3.83437017073981E-5	0.356924501366813	1.5686742852178	0.0397429683639404
0.012810879781621	0.000290151246810447	-0.000485494907877382	3.63840371118401E-5	0.300740896257628	1.74382680427813	0.0377117699580572
0.0130381493555452	0.000238517274350294	-0.000466753815935592	3.42645393302408E-5	0.247222432783475	1.93752710662779	0.0355149247649269
0.0132123008733262	0.000205255853036662	-0.000451222718044151	3.27243686447224E-5	0.212747066161579	2.08057419919225	0.0339185350446446
0.0133669126402668	0.000179633060479273	-0.000436958716789738	3.14151259015278E-5	0.186189116365301	2.20344351191232	0.032561494103808
0.0135477990234695	0.000153687016312942	-0.000414641347302552	2.99497974999645E-5	0.159296117466072	2.34132979497395	0.031042596290424
0.0137286854066722	0.000131489337007821	-0.000338618787541194	2.85550041069817E-5	0.136288287988093	2.46387116669021	0.0295944950440614
0.0138802756810017	0.000115376557839357	-0.000269257880330873	2.74169649791907E-5	0.119587439769368	2.54766440540998	0.0284334095943566
