*Ê±¼ä	AM3	AM2	AM1	VF3	VF2	VF1
0	0	0	0	1.39481577926744E-7	-9.79076792149119E-16	1.00000008983837
0.002	-0.000934233176883666	2.81711896767742E-12	0.000487931311820285	1.86846649324891	-1.68341995967673E-8	0.494424178720058
0.00206598502094274	-0.000876765691139043	2.2203005612393E-12	0.000472009097299404	1.92631989569108	-1.72719377388382E-8	0.478288270435701
0.00215837334979312	-0.00080071234452854	1.72112202585536E-12	0.000450359044324495	2.00288512867403	-1.77978063839312E-8	0.456350202205632
0.00230503857700797	-0.000679791652750884	1.13391030971252E-12	0.000417796665558223	2.11155991113733	-1.84233938399319E-8	0.423354641295985
0.0023073302211832	-0.000716159217696077	1.12431207740875E-12	0.00041730771863957	2.11320109318862	-1.84310920899884E-8	0.422859189631546
0.00230962186535843	0.00207679188679988	1.12457875086279E-12	0.000416819153153725	2.11057530853518	-1.84387915526106E-8	0.42236412466909
0.00231019477640224	0.00197930425095638	1.11698484195205E-12	0.000416697080487749	2.1094981500968	-1.84407066567723E-8	0.42224042805205
0.00231021385639792	0.00196129047633065	1.11685089967754E-12	0.000416693015537817	2.10946072868299	-1.84407703128275E-8	0.422236309048354
0.00231043587070054	0.00146504207076248	1.11445365646461E-12	0.000416645718878783	2.10907158846873	-1.8441510188418E-8	0.422188383172442
0.00231069912902821	0.000593764165806476	1.11467867463164E-12	0.000416589642743048	2.10880058357506	-1.84423867769293E-8	0.422131561042317
0.00231086012168229	0.000118820214204618	1.11475835038877E-12	0.00041655535373053	2.10874440718221	-1.84429229470092E-8	0.422096815880318
0.00231119202235611	-0.000580405152199148	1.11457322228549E-12	0.000416484672792095	2.10883178447446	-1.84440286570357E-8	0.422025194663179
0.00231141058753019	-0.000701872632582479	1.11447134407427E-12	0.000416438134118735	2.10897660558593	-1.84447566016203E-8	0.421978036876831
0.00231162465259597	-0.000682309705055673	1.11352186136708E-12	0.000416392558683754	2.10913075034515	-1.84454690949163E-8	0.421931855145229
0.00231181563430994	-0.00068845283896124	1.1127896625426E-12	0.000416351902009282	2.10926378841456	-1.84461043045012E-8	0.421890657610232
0.00231221051419505	-0.00069439547499428	1.11158517889904E-12	0.000416267851566232	2.10953380470914	-1.84474164316325E-8	0.421805489028873
0.00231241544008882	-0.000694058189306901	1.11080061210378E-12	0.00041622423964327	2.10967566262229	-1.8448096751943E-8	0.421761296928125
0.00231261549293362	-0.000694745118043016	1.11033868486976E-12	0.000416181669196547	2.10981490585626	-1.84487605671432E-8	0.421718160162517
0.00231284127070694	-0.000694379122382571	1.10948415801688E-12	0.000416133629820514	2.10997203879836	-1.84495093163034E-8	0.421669481710881
0.00231309756188223	-0.000694045999654946	1.1087784427032E-12	0.00041607910474184	2.11015001070607	-1.8450358688901E-8	0.421614231275818
0.00231334961028618	-0.000694029749890745	1.10790817296214E-12	0.000416025489263561	2.11032481698204	-1.84511933935162E-8	0.421559902544458
0.00231362773790186	-0.00069388461830755	1.10715529964499E-12	0.000415966334263551	2.1105177111503	-1.84521137807506E-8	0.421499960594981
0.00231403543801149	-0.00069351095818071	1.10585461907842E-12	0.000415879635672134	2.1108005467582	-1.84534617001996E-8	0.421412108638729
0.00231441320161424	-0.000693176255239791	1.10481494336994E-12	0.000415799319291921	2.11106255214805	-1.8454709297801E-8	0.421330723798461
0.00231482977701517	-0.000692916279078304	1.10346828727113E-12	0.000415710769113176	2.11135130579921	-1.84560835573446E-8	0.421240995623363
0.00231528962539467	-0.000692701901241932	1.10212569769147E-12	0.000415613042428209	2.11166987928453	-1.8457598710301E-8	0.421141968862972
0.00231575020026716	-0.000692398633816538	1.10065162659869E-12	0.000415515184374993	2.11198882433614	-1.84591143047092E-8	0.421042808989564
0.00231653900505003	-0.000691707981599343	1.09831226207019E-12	0.000415347641040675	2.11253473483125	-1.8461705564981E-8	0.42087303679971
0.00231720876469105	-0.000691255569494231	1.09620525740979E-12	0.000415205436108845	2.11299789288185	-1.84639013015372E-8	0.42072894009332
0.00231799055230881	-0.00069085990833706	1.09385508116415E-12	0.000415039506718617	2.11353815031727	-1.84664591500854E-8	0.420560803318023
0.00231870031078965	-0.000690371824126679	1.09170353311232E-12	0.000414888922477097	2.1140283046275	-1.8468776541625E-8	0.420408215831068
0.00231946763492247	-0.00068973648498627	1.08938446665968E-12	0.00041472618641647	2.11455780648389	-1.84712767847848E-8	0.420243314865928
0.00232022474627244	-0.00068921487087259	1.08711680602119E-12	0.000414565678870105	2.1150798295468	-1.8473738554914E-8	0.420080672063161
0.00232106054167228	-0.00068873128501945	1.0846066118581E-12	0.000414388562449908	2.11565566097611	-1.84764501557637E-8	0.419901199435711
0.00232188053898618	-0.000688165181898626	1.08213035846072E-12	0.000414214867398233	2.11622017378333	-1.84791044227363E-8	0.41972519369102
0.00232280421142201	-0.000687460382561511	1.07937502282808E-12	0.000414019298668356	2.11685549676417	-1.84820870598636E-8	0.419527023279827
0.0023237048089913	-0.000686861427923624	1.07667104362691E-12	0.000413828704474151	2.1174743641405	-1.84849878745532E-8	0.419333893581819
0.00232476966903073	-0.000686194672029572	1.07350710775099E-12	0.000413603460482026	2.11820540984648	-1.84884084199487E-8	0.419105653133676
0.00232579285120618	-0.000685469912884429	1.07050118143108E-12	0.000413387147875532	2.11890713122886	-1.84916856426771E-8	0.418886462886442
0.00232725184628964	-0.000684431512635086	1.06614392213152E-12	0.000413078895011854	2.11990648782454	-1.8496342738387E-8	0.418574109286485
0.0023285597331384	-0.000683586962162419	1.06235845447771E-12	0.000412802763305686	2.12080110331947	-1.85005015508104E-8	0.418294304157676
0.00233000892672213	-0.000682615967083855	1.05805804224923E-12	0.00041249701334678	2.1217910370432	-1.85050921243126E-8	0.417984486758903
0.00233143165807013	-0.000681619382460141	1.0539239783448E-12	0.000412197066668618	2.12276150582738	-1.85095810388311E-8	0.417680549843462
0.00233295473981958	-0.00068059512456875	1.04948065524851E-12	0.000411876205384187	2.1237988955012	-1.85143670558125E-8	0.417355420090741
0.00233467004792432	-0.000679454872021701	1.04452445935891E-12	0.000411515147600738	2.12496534296449	-1.85197330262179E-8	0.416989559099504
0.00233641967674455	-0.000678260674043862	1.03947928675275E-12	0.000411147191669015	2.12615308713959	-1.85251802236748E-8	0.416616708192327
0.00233977137985281	-0.000676000929948906	1.02994866640611E-12	0.000410443229855839	2.12842263829273	-1.85355420058263E-8	0.41590338146568
0.00234262471768331	-0.000674102231349671	1.02181002596402E-12	0.00040984489013185	2.13034878769532	-1.85442878354657E-8	0.415297081934712
0.00234534105166105	-0.00067227793836877	1.01421476959343E-12	0.00040927609031971	2.13217738883655	-1.85525500113582E-8	0.414720715290509
0.00234898922069444	-0.000669844033418521	1.00404789671705E-12	0.000408513406289501	2.13462553396903	-1.85635495350971E-8	0.413947885155752
0.00235273070050793	-0.000667363603523707	9.93757896721873E-13	0.000407732690990981	2.13712709919784	-1.85747160728569E-8	0.413156783880167
0.00235704814993458	-0.000664504790145903	9.82003929464784E-13	0.000406833645144822	2.14000222928797	-1.85874593320142E-8	0.412245777887898
0.00236371515686585	-0.000660118349256722	9.64147273640044E-13	0.000405449230827026	2.14441785211545	-1.86068423511321E-8	0.410842946492164
0.00237043830623696	-0.000655725506123472	9.46493808490045E-13	0.000404057929096757	2.14884114309272	-1.86260319323045E-8	0.409433136059719
0.00237807288332637	-0.000650770367586762	9.26858509944129E-13	0.0004024838027962	2.15382838964472	-1.86473974400925E-8	0.407838068914165
0.00239235559769589	-0.000641602510843553	8.91269885557552E-13	0.000399555387210093	2.16305753246803	-1.8686186029448E-8	0.404870696165697
0.00240804017628417	-0.000631683216897882	8.5387831562863E-13	0.000396364084830361	2.17304280505336	-1.87270705435158E-8	0.401636939402351
0.00242597603472934	-0.000620527782246694	8.13127681800283E-13	0.000392745947983997	2.18427224809748	-1.87717276374486E-8	0.397970669930984
0.00245151996074991	-0.000604979807611872	7.58658552046427E-13	0.000387650002393797	2.19992354770204	-1.88316818353578E-8	0.392806932206554
